Rank,Youtuber,Subscribers,VideoViews,VideoCount,Category,Started,SubscribersFormatted
811,HZHtube Kids Fun,12200000,3956552948,674,Entertainment,2015,1.22
812,Its JoJo Siwa,12200000,3817813233,707,Entertainment,2015,1.22
813,My Mate Nate,12200000,2748616115,981,Comedy,2014,1.22
814,Bela Bagunça,12200000,2770979129,921,People & Blogs,2015,1.22
815,Mythpat,12200000,2590550091,322,Entertainment,2018,1.22
816,GMA News,12100000,10471677314,329711,News & Politics,2007,1.21
817,Future,12100000,8747974258,48,Music,2011,1.21
818,Codiscos,12100000,9823385812,6967,Music,2007,1.21
819,Jass Records,12100000,5294095545,4241,Music,2014,1.21
820,DeGoBooM,12100000,4732355492,3062,Gaming,2014,1.21
821,FIFA,12100000,3904515416,9589,Sports,2006,1.21
822,Más SKabeche,12100000,2746045885,632,Travel & Events,2015,1.21
823,Davie504,12100000,2329241574,793,Entertainment,2011,1.21
824,Trakin Tech,12100000,1809901493,3285,Science & Technology,2011,1.21
825,ChrisBrownVEVO,12000000,12493403632,290,Music,2009,1.2
826,Migos ATL,12000000,6370982440,100,Music,2012,1.2
827,Lana Del Rey,12000000,5676001571,40,Music,2011,1.2
828,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,12000000,6447519975,10858,Gaming,2012,1.2
829,Компот,12000000,5850856870,1863,Gaming,2013,1.2
830,Geo News,12000000,5358131096,153929,News & Politics,2007,1.2
831,NDTV,12000000,4510236068,126906,Entertainment,2006,1.2
832,NORMAN FAIT DES VIDÉOS,12000000,2681755121,205,Comedy,2011,1.2
833,RaptorGamer,12000000,2522809876,1207,People & Blogs,2016,1.2
834,Panda,12000000,2004584036,1408,Gaming,2018,1.2
835,Narendra Modi,12000000,2265382511,17104,News & Politics,2007,1.2
836,Kylie Jenner,12000000,753341022,148,People & Blogs,2015,1.2
837,Troom Troom Indonesia,11900000,5012830809,1568,People & Blogs,2019,1.19
838,Avril Lavigne,11900000,5636275144,140,Music,2005,1.19
839,The Infographics Show,11900000,4349105305,3445,Education,2011,1.19
840,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,11900000,4115401899,310,Education,2013,1.19
841,Azhan5star,11900000,6371101819,365,Entertainment,2021,1.19
842,CHHOTU KI MASTI,11900000,4064045560,106,Comedy,2018,1.19
843,Yudist Ardhana,11900000,3925624169,2126,Entertainment,2016,1.19
844,Vogue,11900000,3533048715,2756,Entertainment,2008,1.19
845,Sonotek Bhakti,11900000,3661572976,7428,Entertainment,2010,1.19
846,BanderitaX,11900000,3347502658,1474,Gaming,2013,1.19
847,Lulu99,11900000,2140151369,496,Entertainment,2015,1.19
848,Planet Earth INDIA,11900000,1722795279,630,People & Blogs,2011,1.19
849,colinfurze,11900000,1472027354,350,Entertainment,2006,1.19
850,Ice Cream Rolls,11900000,1469047858,1528,Entertainment,2011,1.19
851,Yair17,11900000,1248384511,962,Gaming,2014,1.19
852,CalvinHarrisVEVO,11800000,13615089843,173,Music,2009,1.18
853,Rauw Alejandro,11800000,9232920975,114,Music,2014,1.18
854,Jamuna TV,11800000,9144058244,84071,News & Politics,2017,1.18
855,MBC مصر,11800000,7784893932,40608,Entertainment,2012,1.18
856,CNCO,11800000,6881836992,172,Music,2015,1.18
857,Kids TV India Hindi Nursery Rhymes,11800000,5473328070,1185,Shows,2014,1.18
858,DANIEL EL TRAVIESO VIDEOS,11800000,4755190859,324,Comedy,2014,1.18
859,Kluna Tik,11800000,4208225754,275,Entertainment,2014,1.18
860,MrGear,11800000,3241537148,766,Science & Technology,2015,1.18
861,E-MasterSensei,11800000,3235532845,1151,Gaming,2016,1.18
862,Timba Vk,11800000,2538254830,890,Gaming,2012,1.18
863,MORGENSHTERN,11800000,2085751416,131,Music,2013,1.18
864,WiederDude,11800000,2190306341,259,Gaming,2016,1.18
865,TommyInnit,11800000,1590238217,289,Gaming,2015,1.18
866,Tfue,11800000,1461546183,741,Gaming,2014,1.18
867,Bispo Bruno Leonardo,11800000,1882150122,3439,Nonprofits & Activism,2016,1.18
868,TsMadaan,11800000,1329092064,1687,Howto & Style,2008,1.18
869,EU FICO LOKO,11800000,1190135430,1605,Comedy,2010,1.18
870,Technology Gyan,11800000,920996435,924,Science & Technology,2015,1.18
872,Wave Music Bhakti,11700000,4770280667,19108,Music,2011,1.17
873,FFUNTV,11700000,9325685889,364,Gaming,2018,1.17
874,Natti Natasha,11700000,7264301648,130,Music,2015,1.17
875,Netflix Jr.,11700000,7314674893,1563,Education,2012,1.17
876,Nat and Essie,11700000,6890942780,959,Film & Animation,2015,1.17
877,Mor Haryanvi,11700000,5768686721,402,Music,2015,1.17
878,Luan Santana,11700000,4908116204,371,Music,2009,1.17
879,Koo Koo TV - Hindi,11700000,4265761191,927,Education,2017,1.17
880,123 GO!,11700000,4356636895,377,People & Blogs,2019,1.17
881,Naz | ناز,11700000,2002897892,917,People & Blogs,2016,1.17
882,Rubius Z,11700000,1828200652,429,Comedy,2006,1.17
883,emma chamberlain,11700000,1531833342,283,Entertainment,2016,1.17
884,Dani Russo Tv,11700000,602060711,280,Comedy,2014,1.17
885,FrontaL Gaming,11700000,255073454,108,Gaming,2015,1.17
886,eltrece,11600000,11106097841,149786,Entertainment,2014,1.16
887,Alan Chikin Chow,11600000,11876297990,508,Comedy,2020,1.16
888,Луномосик,11600000,5052785110,460,People & Blogs,2015,1.16
889,Akon,11600000,5289951047,37,Music,2005,1.16
890,Halsey,11600000,4412088740,51,Music,2014,1.16
891,Republic Bharat,11600000,5041539626,49789,News & Politics,2019,1.16
892,SBT,11600000,3375080065,25710,Comedy,2008,1.16
893,办公室小野 Ms Yeah,11600000,3339092378,351,People & Blogs,2017,1.16
894,Morgz,11600000,2723781007,735,Gaming,2014,1.16
895,First We Feast,11600000,2485814338,819,Howto & Style,2014,1.16
896,P!NK,11500000,7211913487,13,Music,2006,1.15
897,YoungBoy Never Broke Again,11500000,11015842469,475,Entertainment,2015,1.15
898,TV9 Bharatvarsh,11500000,7314674032,193940,People & Blogs,2018,1.15
899,Wassabi,11500000,4592238139,1119,Entertainment,2006,1.15
900,Luli Pampín,11500000,6102648062,225,Music,2012,1.15
901,Duo Tiempo De Sol,11500000,5733616887,278,Music,2013,1.15
902,Wild 'N Out,11500000,4418589089,1267,Entertainment,2006,1.15
903,LipaoGamer,11500000,3837227706,10901,Gaming,2011,1.15
904,Make Joke Of,11500000,1832620830,42,Comedy,2017,1.15
905,Garena Free Fire LATAM,11500000,1587661793,1425,People & Blogs,2018,1.15
906,Hero Movies 2022,11500000,1418615214,329,People & Blogs,2017,1.15
907,YtCrash,11400000,3825084,1,Education,2015,1.14
908,infobells - Kannada,11400000,5209512047,353,Education,2014,1.14
909,Black Eyed Peas,11400000,9492696997,39,Music,2007,1.14
910,Annoying Orange,11400000,7893769128,1861,Shows,2010,1.14
911,웃웃TwinsFromRussia,11400000,7802486828,3589,People & Blogs,2011,1.14
912,Biper y sus Amigos,11400000,4991697738,119,Music,2012,1.14
913,Vy Qwaint,11400000,5409544753,528,Howto & Style,2014,1.14
914,Маша та Ведмідь,11400000,4942306057,994,Shows,2014,1.14
915,MC Divertida,11400000,4440911293,347,Entertainment,2018,1.14
916,BBC Earth,11400000,4069124046,2248,Pets & Animals,2009,1.14
917,CrazyRussianHacker,11400000,3011607663,1970,Science & Technology,2012,1.14
918,ExpCaseros,11400000,2515501575,1023,Howto & Style,2012,1.14
919,الجانب المُشرق | Bright Side Arabic,11400000,1605101022,5063,Howto & Style,2018,1.14
920,MyLifeAsEva,11400000,1534278655,326,Comedy,2011,1.14
921,GoldminesAction,11400000,1069320125,529,Film & Animation,2015,1.14
922,Free Fire India Official,11300000,1389660530,1117,People & Blogs,2018,1.13
923,Colors Rishtey,11300000,8954781989,13423,Entertainment,2013,1.13
924,Yoeslan,11300000,8789109127,240,Entertainment,2020,1.13
925,POCOYÓ en ESPAÑOL - Canal Oficial,11300000,8388840225,1538,Film & Animation,2007,1.13
926,Lil Wayne,11300000,5335786775,254,Music,2013,1.13
927,elcarteldesantatv,11300000,6261374873,313,Music,2008,1.13
928,Star Casablanca | نجوم الدار البيضاء,11300000,5129031730,998,Music,2015,1.13
929,UnspeakableGaming,11300000,4826278522,2444,Gaming,2012,1.13
930,Maymo,11300000,4918241216,486,Pets & Animals,2006,1.13
931,Simone e Simaria,11300000,4474548691,224,Music,2012,1.13
932,Single Track Studio,11300000,4462580470,1719,Entertainment,2010,1.13
933,CaptainSparklez,11300000,3924274232,5501,Gaming,2010,1.13
934,Tiana,11300000,3176486598,997,Entertainment,2015,1.13
935,Quantum Tech HD,11300000,3594122308,392,Science & Technology,2015,1.13
936,Ya - Alisa,11300000,2127059635,332,People & Blogs,2015,1.13
937,Jaiden Animations,11300000,2116631957,101,Film & Animation,2014,1.13
938,Ben Azelart,11300000,2294003189,236,Film & Animation,2014,1.13
939,Yoga With Adriene,11300000,1188547722,649,Howto & Style,2012,1.13
940,The Viral Fever,11200000,1656301737,433,Entertainment,2011,1.12
941,Lofi Girl,11200000,1311726533,328,Music,2015,1.12
942,Marta and Rustam,11200000,12481668186,390,Comedy,2021,1.12
943,ChainsmokersVEVO,11200000,11415809929,231,Music,2012,1.12
944,"せんももあいしーCh Sen, Momo, Ai & Shii",11200000,7625038147,3216,People & Blogs,2006,1.12
945,AlArabiya العربية,11200000,5892643162,129135,People & Blogs,2006,1.12
946,DemiLovatoVEVO,11200000,5543363992,201,Music,2009,1.12
947,Cut,11200000,4846700433,1738,Entertainment,2014,1.12
948,Toys Make Me Smile,11200000,4562854224,102,Entertainment,2015,1.12
949,Franco Escamilla,11200000,3344578049,2053,Comedy,2007,1.12
950,Avocado Couple I Crazy Comics,11200000,3138496496,660,Film & Animation,2018,1.12
951,Fortnite,11200000,2123231155,792,Gaming,2014,1.12
952,luzugames,11200000,1978138747,2882,Gaming,2013,1.12
953,Magic Five,11200000,1753589438,405,Entertainment,2016,1.12
954,El Rincón De Giorgio,11200000,1543663972,551,Entertainment,2013,1.12
955,Pastor Antônio Júnior,11200000,1646248092,3624,People & Blogs,2013,1.12
956,CarryisLive,11200000,1371995657,893,Gaming,2017,1.12
957,MaJa Tv Moral Stories Fairy Tales,11100000,4132213251,449,Entertainment,2017,1.11
958,FunToys Collector Disney Toys Review,11100000,15050447314,2910,Entertainment,2011,1.11
959,DisneyJuniorUK,11100000,12321708693,2799,Entertainment,2010,1.11
960,Morphle TV,11100000,7586526902,1126,Entertainment,2011,1.11
961,Влад и Никита,11100000,6761739774,396,Unknown,2018,1.11
962,Chotoonz TV - Funny Cartoons for Kids,11100000,7015448647,1797,Film & Animation,2013,1.11
963,penguinz0,11100000,5768785195,3952,Gaming,2007,1.11
964,ToysPlay,11100000,7000333135,397,Entertainment,2015,1.11
965,Pari's Lifestyle,11100000,6680703649,356,People & Blogs,2018,1.11
966,Comedy Central,11100000,6297139999,5841,Comedy,2006,1.11
967,Diana and Roma IND,11100000,4802776148,446,Education,2019,1.11
968,Sky Does Everything,11100000,3823868578,2101,Music,2011,1.11
969,BakLol Video,11100000,3250851179,257,Entertainment,2016,1.11
970,Genius,11100000,2891052624,2797,Music,2011,1.11
971,Mo Vlogs,11100000,2933099311,1906,People & Blogs,2013,1.11
972,The Film Theorists,11100000,2242892562,355,Film & Animation,2014,1.11
973,bharatzkitchen HINDI,11100000,1903304025,626,Howto & Style,2016,1.11
974,Mrwhosetheboss,11100000,1793692542,1435,Science & Technology,2011,1.11
975,Acenix,11100000,1606057806,259,Gaming,2014,1.11
976,HellomaphieMX,11100000,1584174173,382,Howto & Style,2013,1.11
977,Virgínia Fonseca,11100000,1246793263,1047,People & Blogs,2016,1.11
979,Barbie,11000000,3703938514,2411,Entertainment,2005,1.1
980,Inside Edition,11000000,19367966533,27156,News & Politics,2012,1.1
981,Flowers Comedy,11000000,9521653019,8840,Entertainment,2015,1.1
982,Flamingo,11000000,8874980800,2196,Gaming,2017,1.1
983,Doja Cat,11000000,5459891400,25,Music,2018,1.1
984,Tyga,11000000,5211071220,160,Music,2009,1.1
985,Wolfoo's stories,11000000,4227479765,942,Education,2016,1.1
986,Emily Tube,11000000,4040393626,770,Entertainment,2014,1.1
987,ExplosmEntertainment,11000000,3685664468,1048,Comedy,2009,1.1
988,Coisa de Nerd,11000000,3419435728,1962,Gaming,2009,1.1
989,Taylor RS,11000000,3306502621,1845,Gaming,2016,1.1
990,unknown boy varun,11000000,3263285883,193,Music,2016,1.1
991,Viih Tube,11000000,886497694,505,People & Blogs,2013,1.1
992,OYUNCAKOYNUYORUM,10900000,9948474904,791,Entertainment,2016,1.09
993,Brancoala,10900000,7934725886,1685,Entertainment,2008,1.09
994,핑크퐁 (인기 동요・동화),10900000,6663450148,2726,Education,2014,1.09
995,OGGY,10900000,5589104660,920,Film & Animation,2014,1.09
996,JP Plays,10900000,4609300218,3528,Gaming,2014,1.09
997,TrapMusicHDTV,10900000,4070521973,690,Music,2013,1.09
998,Games EduUu,10900000,3093784767,1006,Gaming,2011,1.09
999,Hueva,10900000,3040301750,831,Gaming,2012,1.09
1000,Dobre Brothers,10900000,2808411693,590,People & Blogs,2017,1.09
